scenario_id,predicted_capacity_kwh,installed_n_modules,installed_capacity_kwh,reference_n_modules,reference_capacity_kwh,excess_capacity_kwh,undersized,oversized,lpsp_target,verified_lpsp,reliability_pass,reference_lpsp,verified_renewable_share,reference_renewable_share,renewable_share_difference,verified_system_lcoe_eur_per_kwh,reference_system_lcoe_eur_per_kwh,extra_system_lcoe_eur_per_kwh,verified_cost_eur,reference_cost_eur,cost_difference_eur,verified_curtailed_kwh,reference_curtailed_kwh,curtailed_difference_kwh
95,3270.3313,14,3500.0,13,3250.0,250.0,False,True,0.005596613282522811,0.0,True,0.0,0.9803352636654219,0.9749690122763898,0.005366251389032128,0.335345547951327,0.3337225390647657,0.0016230088865613057,608405.3505779223,605460.7840057645,2944.5665721577825,4285869.233626401,4296774.664958725,-10905.4313323237
96,4292.0244,18,4500.0,18,4500.0,0.0,False,False,0.006599461202264623,0.0,True,0.0,0.728568375175108,0.728568375175108,0.0,0.29250642462515086,0.29250642462515086,0.0,961931.2058578448,961931.2058578448,0.0,500499.39270806406,500499.39270806406,0.0
99,1413.2543,6,1500.0,7,1750.0,-250.0,True,False,0.006533490363796246,0.0,True,0.0,0.5927551010576996,0.602418571525523,-0.009663470467823454,0.3245495142491406,0.3245208989664604,2.8615282680166665e-05,721340.895442899,721277.2953673308,63.60007556818891,357955.2348437833,334366.3362891901,23588.89855459321
100,1586.26,7,1750.0,6,1500.0,250.0,False,True,0.0010827121100399628,0.0,True,0.0,0.5387889708622213,0.5288818681558962,0.00990710270632511,0.3287816226249272,0.32848876921388703,0.0002928534110401837,746730.7252239794,746065.5948609608,665.1303630186012,78175.40396906345,101527.24222152439,-23351.838252460933
132,2294.858,10,2500.0,8,2000.0,500.0,False,True,0.006088562418871235,0.0,True,0.0,0.6256814245358364,0.6107349114357739,0.014946513100062564,0.3360215882601957,0.3359757589395481,4.582932064756129e-05,906395.4946823067,906271.8731912756,123.62149103102274,647164.7603667013,689026.7537898344,-41861.99342313316
139,2578.643,11,2750.0,10,2500.0,250.0,False,True,0.009025226909299189,0.0,True,0.0,0.9751783013556873,0.9674735295340708,0.007704771821616441,0.2882884579086561,0.28593694876293907,0.0023515091457170234,382966.87805836025,379843.0966805214,3123.7813778388663,2197728.1270268336,2209209.998702544,-11481.871675710194
144,5651.745,23,5750.0,23,5750.0,0.0,False,False,0.004651350147875655,0.0,True,0.0,0.9280034319642875,0.9280034319642875,0.0,0.2474077698047675,0.2474077698047675,0.0,775741.8483543915,775741.8483543915,0.0,1914871.379801286,1914871.379801286,0.0
149,3992.6536,16,4000.0,17,4250.0,-250.0,True,False,0.0031174820277242166,0.0,True,0.0,0.7230572982738441,0.7277897235170246,-0.004732425243180516,0.2972695386877187,0.29694117506967305,0.0003283636180456684,954982.0881995474,953927.2159949001,1054.872204647283,755212.1384967838,738691.916517154,16520.22197962983
150,9283.786,38,9500.0,38,9500.0,0.0,False,False,0.007761928041674415,0.0,True,0.0,0.901513934492829,0.901513934492829,0.0,0.2393861721570037,0.2393861721570037,0.0,1102466.0144995097,1102466.0144995097,0.0,1542315.6858273095,1542315.6858273095,0.0
152,3213.1155,13,3250.0,13,3250.0,0.0,False,False,0.0013206969250264544,0.0,True,0.0,0.7100474302331369,0.7100474302331369,0.0,0.31663464865114604,0.31663464865114604,0.0,903721.0636200961,903721.0636200961,0.0,1229217.6331746858,1229217.6331746858,0.0
156,2176.82,9,2250.0,8,2000.0,250.0,False,True,0.0036308718092792347,0.0,True,0.0,0.9133870195150015,0.9018983147742179,0.011488704740783562,0.25921204952804955,0.2585114009515862,0.0007006485764633474,328180.08038073307,327293.01164083055,887.0687399025192,802641.7153130486,817918.634141284,-15276.918828235473
157,4627.124,19,4750.0,19,4750.0,0.0,False,False,0.005674517663564971,0.0,True,0.0,0.8202212460319037,0.8202212460319037,0.0,0.26282483362528397,0.26282483362528397,0.0,811729.9421578896,811729.9421578896,0.0,768830.0093708851,768830.0093708851,0.0
168,4113.0225,17,4250.0,16,4000.0,250.0,False,True,0.0036345952522419678,0.0,True,0.0,0.9602441995247111,0.9549691269222699,0.0052750726024412,0.2526791464511194,0.2526619264928719,1.7219958247494116e-05,675611.5840766947,675565.5414830231,46.04259367159102,3056441.4785131267,3070998.437911394,-14556.959398267325
170,4476.869,18,4500.0,18,4500.0,0.0,False,False,0.0024803826631210057,0.0,True,0.0,0.9623403742797932,0.9623403742797932,0.0,0.2638512351627532,0.2638512351627532,0.0,704696.235855839,704696.235855839,0.0,3478117.5495666615,3478117.5495666615,0.0
175,3546.0134,15,3750.0,14,3500.0,250.0,False,True,0.003969161432662793,0.0,True,0.0,0.9486935658554808,0.94071140516909,0.007982160686390793,0.23207668002020826,0.23159394615978193,0.0004827338604263265,466806.4587336079,465835.4724032416,970.986330366286,1709682.053908212,1727143.0039681364,-17460.950059924275
177,4491.709,18,4500.0,19,4750.0,-250.0,True,False,0.0024314997943110095,0.0,True,0.0,0.8879557732066645,0.8939763181657,-0.006020544959035479,0.24123440495317192,0.2411208110449793,0.00011359390819262738,647250.5721903453,646945.7909461886,304.78124415664934,1001547.8326949188,984529.124786103,17018.70790881582
179,2795.7844,12,3000.0,11,2750.0,250.0,False,True,0.009746024210404047,0.0,True,0.0,0.9708648065685717,0.9636841059447192,0.007180700623852454,0.3060632380864568,0.3046917342183514,0.001371503868105417,499386.59819345747,497148.79055806657,2237.807635390898,2661991.8397993934,2674445.0265587093,-12453.186759315897
183,4060.6082,17,4250.0,16,4000.0,250.0,False,True,0.008133820002761971,0.0,True,0.0,0.8006145779787772,0.7959565077160288,0.004658070262748448,0.2869878356069274,0.2866431642327999,0.00034467137412752535,870665.014764128,869619.3491650658,1045.665599062224,1332471.6063939163,1347660.338556531,-15188.732162614586
184,6106.0156,25,6250.0,25,6250.0,0.0,False,False,0.005520725834733176,0.0,True,0.0,0.8712826506364012,0.8712826506364012,0.0,0.25292376455573,0.25292376455573,0.0,762880.636111421,762880.636111421,0.0,691994.5549891415,691994.5549891415,0.0
188,3021.9312,13,3250.0,12,3000.0,250.0,False,True,0.007860570621661234,0.0,True,0.0,0.9807850387807343,0.9750243351712609,0.00576070360947345,0.33284601876967607,0.33087944440558703,0.0019665743640890354,541742.1790888178,538541.370843372,3200.8082454458345,4024037.28997295,4034676.641118474,-10639.351145524066
195,4240.491,17,4250.0,17,4250.0,0.0,False,False,0.0016909881825734052,0.0,True,0.0,0.8425085672055636,0.8425085672055636,0.0,0.2733138806726983,0.2733138806726983,0.0,776527.3061272538,776527.3061272538,0.0,1250687.4590922387,1250687.4590922387,0.0
198,2560.9924,11,2750.0,10,2500.0,250.0,False,True,0.006084210242360388,0.0,True,0.0,0.972420571157891,0.9650840878385848,0.007336483319306253,0.2797455098163729,0.27745172820196906,0.002293781614403856,382014.08683262777,378881.750984252,3132.3358483757474,1973509.4387575132,1984429.8810211788,-10920.442263665609
199,2856.0432,12,3000.0,11,2750.0,250.0,False,True,0.005641159701830767,0.0,True,0.0,0.980993249407388,0.974959458857269,0.006033790550118989,0.3177155676210581,0.3168832252977732,0.0008323423232849403,595763.217190638,594202.4534419897,1560.7637486482272,4239376.463138735,4251129.176388345,-11752.713249609806
203,316.9819,2,500.0,1,250.0,250.0,False,True,0.006373335324065588,0.0,True,0.0,0.2986497433302371,0.2951058212937058,0.0035439220365313107,0.391280998966053,0.39092785303843375,0.00035314592761925834,1692850.4630062792,1691322.601319515,1527.861686764285,41527.38000417611,58192.54220855962,-16665.16220438351
210,5723.336,23,5750.0,23,5750.0,0.0,False,False,0.004893754968873565,0.0,True,0.0,0.950357265794362,0.950357265794362,0.0,0.2625876476076536,0.2625876476076536,0.0,832828.2114337772,832828.2114337772,0.0,3301091.6106505822,3301091.6106505822,0.0
214,3035.8965,13,3250.0,12,3000.0,250.0,False,True,0.009561992906432448,0.0,True,0.0,0.9775870131348815,0.9726184354212747,0.004968577713606814,0.30727337149995915,0.3058165849666048,0.0014567865333543484,599055.8099485808,596215.6795708631,2840.1303777176654,3554685.1040606364,3565659.4240681073,-10974.320007470902
218,6539.8447,27,6750.0,26,6500.0,250.0,False,True,0.008284215190546007,0.0,True,0.0,0.9279952927913718,0.9231290389171549,0.004866253874216908,0.23932553265861223,0.2390819310135382,0.00024360164507403193,749144.4312632093,748381.9016081973,762.5296550120693,1707302.8690467542,1723271.1313377635,-15968.262291009305
220,2907.387,12,3000.0,12,3000.0,0.0,False,False,0.002222751908615206,0.0,True,0.0,0.96973868745051,0.96973868745051,0.0,0.271784413844165,0.271784413844165,0.0,479378.0894249159,479378.0894249159,0.0,2954327.3417216446,2954327.3417216446,0.0
227,4002.8367,17,4250.0,16,4000.0,250.0,False,True,0.006309732576607163,0.0,True,0.0,0.9100527780452494,0.9043042818696804,0.005748496175569051,0.2638478109179085,0.26339891158208406,0.0004488993358244264,679199.5268581737,678043.965948124,1155.5609100497095,1701149.2942354123,1717437.831281792,-16288.537046379643
229,1574.9668,7,1750.0,7,1750.0,0.0,False,False,0.003177984113799992,0.0,True,0.0,0.48736210517030365,0.48736210517030365,0.0,0.33713362824857174,0.33713362824857174,0.0,1260822.558950277,1260822.558950277,0.0,205340.7920064304,205340.7920064304,0.0
230,866.06116,4,1000.0,4,1000.0,0.0,False,False,0.006175164680008449,0.0,True,0.0,0.5206539078798362,0.5206539078798362,0.0,0.3333584342996634,0.3333584342996634,0.0,675665.6235777123,675665.6235777123,0.0,168529.63342342287,168529.63342342287,0.0
238,2298.236,10,2500.0,9,2250.0,250.0,False,True,0.007135745008434391,0.0,True,0.0,0.9579443928343997,0.9496841797742726,0.008260213060127142,0.2603648016231508,0.25739699671695015,0.002967804906200633,325186.8586421985,321480.17037829425,3706.688263904245,1154807.3015677065,1166493.6185058816,-11686.316938175121
240,5548.3135,23,5750.0,22,5500.0,250.0,False,True,0.007988103092446797,0.0,True,0.0,0.9504889473564337,0.9462259428882752,0.004263004468158527,0.25649547436331194,0.2561704126794486,0.0003250616838633147,790880.0213742028,789877.7238010393,1002.2975731635233,2826740.8346514306,2841424.9710835745,-14684.13643214386
247,2909.201,12,3000.0,12,3000.0,0.0,False,False,0.0035521014181968402,0.0,True,0.0,0.9551543790564001,0.9551543790564001,0.0,0.2799164099165956,0.2799164099165956,0.0,520083.30919671187,520083.30919671187,0.0,2285235.951292045,2285235.951292045,0.0
251,4791.4717,20,5000.0,20,5000.0,0.0,False,False,0.003234463077038008,0.0,True,0.0,0.8842143614635932,0.8842143614635932,0.0,0.23347142212031197,0.23347142212031197,0.0,599564.8726403269,599564.8726403269,0.0,588607.2897456196,588607.2897456196,0.0
270,2840.5337,12,3000.0,12,3000.0,0.0,False,False,0.0030760303643367903,0.0,True,0.0,0.9377598137334792,0.9377598137334792,0.0,0.23215356938698148,0.23215356938698148,0.0,364514.6594645247,364514.6594645247,0.0,1065406.6853001988,1065406.6853001988,0.0
283,338.30588,2,500.0,1,250.0,250.0,False,True,0.0020187465464743815,0.0,True,0.0,0.30987172538781094,0.3059890938357025,0.00388263155210844,0.3950320782784677,0.3948655871989044,0.00016649107956329123,1668441.6132160304,1667738.4281820878,703.1850339425728,62592.44438151091,80090.54857344404,-17498.104191933133
287,2902.2002,12,3000.0,12,3000.0,0.0,False,False,0.003817915700331409,0.0,True,0.0,0.9608449200481657,0.9608449200481657,0.0,0.28691019114902,0.28691019114902,0.0,429357.2656576034,429357.2656576034,0.0,2737606.598457871,2737606.598457871,0.0
290,5249.484,21,5250.0,21,5250.0,0.0,False,False,0.0019758180129549885,0.0,True,0.0,0.9325415522943119,0.9325415522943119,0.0,0.2423591278922772,0.2423591278922772,0.0,728977.6752940346,728977.6752940346,0.0,2030769.180866871,2030769.180866871,0.0
291,5431.8955,22,5500.0,21,5250.0,250.0,False,True,0.006177180758314749,0.0,True,0.0,0.6404162279277807,0.6369088454783529,0.0035073824494278316,0.30990344689075616,0.3098805106342892,2.2936256466987714e-05,1519239.5758945271,1519127.135491243,112.44040328403935,281443.3187832255,300228.71014706726,-18785.391363841773
293,4039.9258,17,4250.0,16,4000.0,250.0,False,True,0.006438098710847995,0.0,True,0.0,0.9449677154254035,0.9383371640140173,0.006630551411386132,0.2493206363458349,0.24824070742025708,0.0010799289255778166,493647.0258704341,491508.8005310624,2138.225339371711,1556655.0751998392,1571143.989456477,-14488.914256637916
296,4090.5403,17,4250.0,17,4250.0,0.0,False,False,0.0017220032617395464,0.0,True,0.0,0.7086732205175041,0.7086732205175041,0.0,0.30396297275469597,0.30396297275469597,0.0,939911.7768097329,939911.7768097329,0.0,487436.9749982427,487436.9749982427,0.0
305,6884.0615,28,7000.0,28,7000.0,0.0,False,False,0.005406061878363011,0.0,True,0.0,0.9086564142717891,0.9086564142717891,0.0,0.25007568065236097,0.25007568065236097,0.0,925731.7586448805,925731.7586448805,0.0,1822819.0106450263,1822819.0106450263,0.0
308,2201.5066,9,2250.0,9,2250.0,0.0,False,False,0.009580177861672423,0.0,True,0.0,0.9861420436306979,0.9861420436306979,0.0,0.38927936488983,0.38927936488983,0.0,551175.3209706717,551175.3209706717,0.0,4707360.157380668,4707360.157380668,0.0
309,3775.5728,16,4000.0,15,3750.0,250.0,False,True,0.008654457228295387,0.0,True,0.0,0.9584527996889252,0.9522314254325536,0.006221374256371592,0.23974368723778458,0.2389888066016365,0.000754880636148092,515607.8963096596,513984.4023972498,1623.4939124097582,2159363.012087945,2173871.094512298,-14508.082424352877
315,1867.6742,8,2000.0,8,2000.0,0.0,False,False,0.0042236809823870125,0.0,True,0.0,0.8424364465425865,0.8424364465425865,0.0,0.29936005364151214,0.29936005364151214,0.0,379120.5318911207,379120.5318911207,0.0,849667.9249115535,849667.9249115535,0.0
318,955.57697,4,1000.0,4,1000.0,0.0,False,False,0.004655923957601393,0.0,True,0.0,0.38811379030411397,0.38811379030411397,0.0,0.3714932213783695,0.3714932213783695,0.0,1746322.5501379455,1746322.5501379455,0.0,306120.12871406425,306120.12871406425,0.0
321,1892.9392,8,2000.0,8,2000.0,0.0,False,False,0.0028673964161491927,0.0,True,0.0,0.9467089066179722,0.9467089066179722,0.0,0.35574061745401403,0.35574061745401403,0.0,454693.95003752655,454693.95003752655,0.0,2373322.4072146756,2373322.4072146756,0.0
325,4909.291,20,5000.0,20,5000.0,0.0,False,False,0.006574033650685207,0.0,True,0.0,0.8568394661549746,0.8568394661549746,0.0,0.2537056297707692,0.2537056297707692,0.0,781675.620940234,781675.620940234,0.0,1009443.4316171304,1009443.4316171304,0.0
330,3485.7666,14,3500.0,14,3500.0,0.0,False,False,0.0010396222592979898,0.0,True,0.0,0.8469340535256208,0.8469340535256208,0.0,0.2587409815990192,0.2587409815990192,0.0,587248.3681043128,587248.3681043128,0.0,773101.2908848973,773101.2908848973,0.0
353,5754.751,24,6000.0,24,6000.0,0.0,False,False,0.00547395277168683,0.0,True,0.0,0.831890481844036,0.831890481844036,0.0,0.24813145487715205,0.24813145487715205,0.0,856089.9943317766,856089.9943317766,0.0,497988.187589166,497988.187589166,0.0
360,2397.8528,10,2500.0,9,2250.0,250.0,False,True,0.0018829377054158103,0.0,True,0.0,0.9124425801321243,0.9017436602347042,0.010698919897420112,0.2633120437380318,0.2632061763617913,0.00010586737624052045,393044.99629297224,392886.96841885266,158.0278741195798,1013501.5507204735,1031559.1815351363,-18057.630814662785
366,6829.6826,28,7000.0,28,7000.0,0.0,False,False,0.0064614098133621845,0.0,True,0.0,0.8958016369078567,0.8958016369078567,0.0,0.2409420092703363,0.2409420092703363,0.0,798934.8965747451,798934.8965747451,0.0,1235838.305931453,1235838.305931453,0.0
371,5519.4233,23,5750.0,22,5500.0,250.0,False,True,0.0033820132898599864,0.0,True,0.0,0.8190777410928267,0.8144833652394945,0.004594375853332222,0.2522027051375933,0.2520453699363736,0.00015733520121968825,853927.6955240635,853394.9776623377,532.7178617258323,362781.86803224246,380030.09148104326,-17248.223448800796
376,2374.8477,10,2500.0,10,2500.0,0.0,False,False,0.007317689072077971,0.0,True,0.0,0.9634760613195108,0.9634760613195108,0.0,0.3021288741806613,0.3021288741806613,0.0,458313.31078721205,458313.31078721205,0.0,2355076.0273420867,2355076.0273420867,0.0
378,6009.325,25,6250.0,24,6000.0,250.0,False,True,0.001895673281446797,0.0,True,0.0,0.9329514054170613,0.9282166969981965,0.004734708418864808,0.2227773327431191,0.22244828583131285,0.0003290469118062411,752525.4549593314,751413.9586775464,1111.4962817850756,1841328.473500431,1857846.681485847,-16518.207985416055
414,4556.353,19,4750.0,19,4750.0,0.0,False,False,0.006299746118416216,0.0,True,0.0,0.7602481166545111,0.7602481166545111,0.0,0.27082842865783024,0.27082842865783024,0.0,758968.2574487071,758968.2574487071,0.0,178629.62688497745,178629.62688497745,0.0
415,5425.4346,22,5500.0,22,5500.0,0.0,False,False,0.009483407867614813,0.0,True,0.0,0.8614121618600037,0.8614121618600037,0.0,0.24373329204201677,0.24373329204201677,0.0,660101.1665935221,660101.1665935221,0.0,573093.4779060646,573093.4779060646,0.0
416,3987.6204,16,4000.0,16,4000.0,0.0,False,False,0.004196227898327964,0.0,True,0.0,0.9154543629555877,0.9154543629555877,0.0,0.2545204337939221,0.2545204337939221,0.0,639620.5738385804,639620.5738385804,0.0,1622950.5719147183,1622950.5719147183,0.0
422,5942.1016,24,6000.0,24,6000.0,0.0,False,False,0.002290660427180957,0.0,True,0.0,0.9261880361404873,0.9261880361404873,0.0,0.23866753999759444,0.23866753999759444,0.0,794251.72812945,794251.72812945,0.0,1908487.8517612345,1908487.8517612345,0.0
426,6614.7812,27,6750.0,26,6500.0,250.0,False,True,0.006014022668167418,0.0,True,0.0,0.9288297268521974,0.9242334683381205,0.004596258514076967,0.23689906949845826,0.2367395912235156,0.00015947827494267042,795068.4338370166,794533.2010792091,535.2327578074764,1868618.0524362004,1885736.5154265345,-17118.462990334025
429,5783.748,24,6000.0,24,6000.0,0.0,False,False,0.006488370743648386,0.0,True,0.0,0.7606415994260749,0.7606415994260749,0.0,0.2973134830281872,0.2973134830281872,0.0,1198779.0217081865,1198779.0217081865,0.0,1205567.0076287375,1205567.0076287375,0.0
432,6690.3223,27,6750.0,28,7000.0,-250.0,True,False,0.0025571601650982156,0.0,True,0.0,0.8157992455434184,0.8193921383351731,-0.003592892791754676,0.2779781456321029,0.2777240224857587,0.000254123146344154,1105587.7851090655,1104577.0745516845,1010.710557380924,1114839.0411008867,1098639.0817994196,16199.959301467054
450,2415.3157,10,2500.0,9,2250.0,250.0,False,True,0.0017062518251276249,0.0,True,0.0,0.9873720215873384,0.9799986446054022,0.007373376981936186,0.385628306670099,0.3848921827183435,0.0007361239517554852,594346.2453744939,593211.7007902696,1134.5445842242334,4933368.096932188,4945510.305767861,-12142.208835673518
472,4067.8347,17,4250.0,16,4000.0,250.0,False,True,0.00931553595262602,0.0,True,0.0,0.9158193341590617,0.9102886330774423,0.005530701081619349,0.25531323327901306,0.25477210402852296,0.0005411292504901022,663572.5590502067,662166.1355878856,1406.4234623210505,1683098.1225299542,1698282.584693411,-15184.462163456716
478,8305.63,34,8500.0,33,8250.0,250.0,False,True,0.0025117367111251454,0.0,True,0.0,0.9171861581239605,0.9135248704235724,0.003661287700388094,0.23534702092127072,0.23534196105254143,5.059868729284656e-06,1040286.5701637284,1040264.2044101052,22.365753623191267,2001535.548651519,2018512.3869712667,-16976.83831974771
486,2563.993,11,2750.0,10,2500.0,250.0,False,True,0.00990084988004003,0.0,True,0.0,0.6702802277807183,0.662957295798704,0.00732293198201428,0.305162508968798,0.3051134065364535,4.91024323444611e-05,630660.3407389999,630558.8638019472,101.47693705267739,157853.98120010164,173528.3926050351,-15674.41140493346
497,5884.369,24,6000.0,24,6000.0,0.0,False,False,0.002755478796475974,0.0,True,0.0,0.753216059210523,0.753216059210523,0.0,0.2828196989537363,0.2828196989537363,0.0,933720.8611372731,933720.8611372731,0.0,209278.707513876,209278.707513876,0.0
505,6989.9917,28,7000.0,28,7000.0,0.0,False,False,0.006097140206969609,0.0,True,0.0,0.8452570465898983,0.8452570465898983,0.0,0.23893971538513623,0.23893971538513623,0.0,895080.3436428608,895080.3436428608,0.0,624357.8914864669,624357.8914864669,0.0
511,6224.155,25,6250.0,25,6250.0,0.0,False,False,0.004797036113736164,0.0,True,0.0,0.9183974781943385,0.9183974781943385,0.0,0.23464220864068694,0.23464220864068694,0.0,829641.1151558866,829641.1151558866,0.0,1713442.5233116853,1713442.5233116853,0.0
518,3389.1594,14,3500.0,14,3500.0,0.0,False,False,0.001538784829331008,0.0,True,0.0,0.8303421437570292,0.8303421437570292,0.0,0.2817817806447166,0.2817817806447166,0.0,611770.0190334008,611770.0190334008,0.0,978131.2899696494,978131.2899696494,0.0
527,6176.8574,25,6250.0,25,6250.0,0.0,False,False,0.0013618771458081547,0.0,True,0.0,0.935414468621309,0.935414468621309,0.0,0.22986460630817615,0.22986460630817615,0.0,829690.4274602267,829690.4274602267,0.0,2196758.7085313667,2196758.7085313667,0.0
534,2213.473,9,2250.0,9,2250.0,0.0,False,False,0.0018931030971623963,0.0,True,0.0,0.5706141395704201,0.5706141395704201,0.0,0.31960532194010804,0.31960532194010804,0.0,1133862.8017068817,1133862.8017068817,0.0,357114.52341199946,357114.52341199946,0.0
535,3367.8713,14,3500.0,14,3500.0,0.0,False,False,0.002970686824487201,0.0,True,0.0,0.8664263244579504,0.8664263244579504,0.0,0.23975920919017665,0.23975920919017665,0.0,518723.9080462563,518723.9080462563,0.0,607101.8223471165,607101.8223471165,0.0
543,6608.9287,27,6750.0,26,6500.0,250.0,False,True,0.0013675165839983627,0.0,True,0.0,0.9132445865559776,0.9092862698070171,0.003958316748960522,0.23423863526917865,0.23409948436347605,0.0001391509057026008,902038.6740966301,901502.8124599061,535.8616367239738,1691654.3323505842,1707592.5250334784,-15938.19268289418
544,3098.1333,13,3250.0,12,3000.0,250.0,False,True,0.006861620899931586,0.0,True,0.0,0.9555559467796984,0.9480047647032713,0.007551182076427021,0.24580679773753666,0.24503766203340607,0.0007691357041305913,431496.7397806046,430146.57553846034,1350.1642421442666,1722809.892877054,1737851.4269749615,-15041.534097907599
553,3665.9138,15,3750.0,17,4250.0,-500.0,True,False,0.0066481504759028365,0.0,True,0.0,0.6719197633032483,0.6814575095872282,-0.009537746283979853,0.3106796815829095,0.31013009803907354,0.0005495835438359409,1058126.7795104503,1056254.9832528122,1871.7962576381397,704990.2427591371,669916.150125809,35074.09263332805
555,1310.8873,6,1500.0,6,1500.0,0.0,False,False,0.00739230320287676,0.0,True,0.0,0.4819771002325748,0.4819771002325748,0.0,0.35227887512457556,0.35227887512457556,0.0,1214374.1086671376,1214374.1086671376,0.0,431925.53810559236,431925.53810559236,0.0
561,8479.159,34,8500.0,33,8250.0,250.0,False,True,0.005105171891060634,0.0,True,0.0,0.9165156799998626,0.9127611247670152,0.0037545552328474008,0.24629419071401307,0.2462559052776444,3.828543636866244e-05,1069622.7170043527,1069456.4484766556,166.2685276970733,2215289.7338046413,2233018.2946624104,-17728.560857769102
567,3086.842,13,3250.0,12,3000.0,250.0,False,True,0.00466716116015875,0.0,True,0.0,0.9777861631581692,0.9710144963990079,0.006771666759161299,0.3511743285120327,0.3503303499442452,0.0008439785677874512,597562.7096486855,596126.5849695571,1436.1246791284066,3764783.030207202,3777477.620011884,-12694.58980468195
582,6072.793,25,6250.0,24,6000.0,250.0,False,True,0.006502310594389549,0.0,True,0.0,0.9502801958878857,0.9462781420901061,0.0040020537977796256,0.2579056550974097,0.25753057774594557,0.000375077351464137,799137.7884330563,797975.5863672382,1162.2020658181282,2761696.5129911746,2775090.6788705736,-13394.16587939905
586,3263.243,14,3500.0,13,3250.0,250.0,False,True,0.005168352129615639,0.0,True,0.0,0.8777424158294661,0.8692421857625633,0.008500230066902814,0.23471199143860352,0.23459874588577054,0.00011324555283298565,463433.60251465713,463210.00169138226,223.6008232748718,443525.96130778926,461225.8229075629,-17699.861599773634
589,3073.7776,13,3250.0,12,3000.0,250.0,False,True,0.0059909574946915845,0.0,True,0.0,0.8583298079208461,0.8502479789878783,0.008081828932967827,0.2515533832596085,0.25138105567010904,0.0001723275894994769,485976.5792045504,485643.6591246758,332.9200798746315,569677.3926253311,585858.204279788,-16180.811654456891
